0,1889.5364,571.3385
1,1885.5031,457.5437
2,1881.312,597.4056
3,1881.6653,556.7885
4,1880.9751,604.3136
5,1885.0893,432.4979
6,1885.4346,502.5572
7,1884.5145,564.6965
8,1887.9854,428.1955
9,1887.1149,486.5254
10,1882.7558,545.603
11,1888.1261,401.6015
12,1886.0136,597.0642
13,1886.0288,458.3481
14,1884.0201,559.0487
15,1887.5349,587.884
16,1879.0332,557.8102
17,1885.9896,460.7417
18,1882.4509,412.3876
19,1887.2301,596.8461
20,1883.7205,580.8696
21,1886.6857,457.3857
22,1885.7931,566.9642
23,1878.0359,573.9628
24,1883.8756,593.5032
25,1885.1544,587.2033
26,1885.6501,614.3659
27,1885.2151,514.0627
28,1882.8904,504.2928
29,1884.2252,457.4306
30,1879.1556,424.1656
31,1879.4473,584.7314
32,1876.4998,596.6886
33,1878.6141,511.816
34,1878.9724,529.5565
35,1877.3183,532.6907
36,1877.5869,558.9412
37,1878.8815,513.859
38,1877.34,571.0639
39,1878.7989,561.5416
40,1881.9906,566.7176
41,1878.2397,587.6314
42,1875.1973,398.7464
43,1884.0051,553.0074
44,1881.738,585.3381
45,1875.7117,477.8213
46,1876.0496,503.027
47,1880.7923,389.1769
48,1878.504,434.0796
49,1882.2461,490.6709
50,1874.564,430.9206
51,1883.253,513.6469
52,1878.4614,492.492
53,1877.4402,589.9152
54,1877.0056,513.7406
55,1878.142,582.0295
56,1874.1296,387.682
57,1882.1302,479.6608
58,1882.0741,602.9185
59,1875.9483,589.8292
60,1875.3655,565.5633
61,1875.6219,567.6467
62,1873.4584,492.0213
63,1880.1761,407.7737
64,1874.3092,606.3455
65,1881.3033,450.8419
66,1878.4735,445.5476
67,1873.7316,471.9112
68,1876.9335,608.8251
69,1877.7763,389.305
70,1875.0395,541.9057
71,1871.7413,494.6338
72,1873.6167,454.1738
73,1871.7951,496.8342
74,1875.1029,408.1338
75,1873.769,409.6569
76,1878.1456,517.4543
77,1878.8804,496.0416
78,1871.2904,489.9301
79,1872.0743,551.7251
80,1874.0894,418.167
81,1879.0606,382.1189
82,1871.7867,600.264
83,1870.3978,559.5302
84,1876.8853,503.5551
85,1870.6555,540.8581
86,1878.2987,473.0335
87,1871.233,399.9966
