0,241.094,72.1895
1,241.4972,52.4956
2,241.094,73.7435
3,241.7504,60.311
4,241.4403,55.96
5,240.7951,56.3522
6,240.7225,56.4604
7,241.8703,70.0483
8,241.7572,71.345
9,241.0799,68.7537
10,241.1963,64.129
11,241.6365,49.8135
12,241.5637,67.0413
13,241.7838,75.6638
14,241.6637,60.0329
15,241.4006,59.3436
16,240.854,67.4335
17,241.5044,56.3357
18,241.6324,76.8988
19,240.9629,64.1282
20,241.1425,75.7694
21,241.2501,49.8372
22,240.6715,53.2581
23,240.8614,54.8726
24,241.5512,67.3871
25,240.8678,52.1043
26,240.7698,57.1256
27,241.449,68.0727
28,240.6704,65.6012
29,240.7254,68.8049
30,241.5448,77.9321
31,241.0398,62.8826
32,241.2486,77.4829
33,240.8421,73.5666
34,241.3718,66.9367
35,241.366,77.7473
36,240.7827,52.152
37,240.592,78.8851
38,241.0345,51.0742
39,241.2398,50.7773
40,241.1583,51.6363
41,240.5461,55.5978
42,241.4566,62.6415
43,240.5094,51.7975
44,240.9765,58.9082
45,240.3693,69.7199
46,240.5053,77.6738
47,240.3669,59.2226
48,240.9358,53.9156
49,240.3901,63.4373
50,240.794,59.3296
51,240.8503,52.1204
52,241.1362,76.956
53,240.8471,68.635
54,240.6187,70.5224
55,241.0713,76.4221
56,241.2268,51.6664
57,241.005,76.4826
58,240.9804,70.2478
59,241.4061,76.8364
60,240.6638,68.9275
61,240.3411,76.3431
62,241.0423,66.4951
63,240.2773,69.8383
64,240.7902,52.9756
65,240.9871,58.6668
66,241.1827,64.8062
67,240.8566,78.7561
68,240.7087,72.7
69,240.7144,70.5827
70,240.3254,64.9169
71,240.4202,68.6836
72,240.6085,51.1082
73,241.0761,63.8092
74,240.3372,62.9599
75,241.283,58.0096
76,240.3094,71.7136
77,240.9059,68.8908
78,240.915,68.7764
79,240.7292,67.7887
80,241.075,49.5458
81,240.16,76.296
82,241.0976,64.7653
83,240.1835,77.3584
84,241.0325,63.8953
85,240.2147,75.7132
86,240.3707,56.8599
87,240.8975,66.8436
88,240.7221,73.8409
89,240.354,78.6456
90,240.2242,76.1033
91,241.2266,62.438
92,240.7855,78.3391
93,240.491,55.6014
94,240.7784,63.3142
95,241.0287,72.3735
96,240.6393,69.9535
97,240.6615,76.1429
98,241.079,65.3874
99,240.5661,70.3314
100,240.1774,63.9554
101,240.4484,74.144
102,240.3181,63.0189
103,240.7754,71.0073
104,240.7223,68.613
105,240.6085,70.0649
106,240.8273,66.699
107,241.1279,51.6399
108,240.6584,64.0445
109,240.6482,62.4946
110,240.4119,61.5602
111,240.2836,52.93
112,240.9682,75.3813
113,240.8103,68.6107
114,240.8422,76.5683
115,240.9091,74.5192
116,240.6953,51.364
117,241.2153,53.9873
118,240.8341,59.1986
119,240.4577,65.1912
120,240.3512,49.3384
121,241.2702,54.3788
122,241.2437,76.6653
123,240.9797,56.613
124,240.2147,55.8469
125,240.4955,68.7893
126,240.5353,67.0681
127,240.6168,66.9634
128,241.1555,62.0554
129,241.236,49.897
130,240.5876,67.2908
131,240.2719,64.5809
132,241.2247,50.6052
133,240.3875,59.0714
134,241.1249,78.7247
135,241.0405,69.4002
136,241.2257,68.288
137,241.0377,51.4109
138,240.4911,75.9155
139,240.3561,60.4085
140,240.6566,71.6282
141,240.2263,72.6497
142,241.1208,49.7361
143,240.6226,62.4742
144,240.3881,50.1489
145,241.1417,56.4531
146,240.6835,73.9816
147,240.9576,52.4422
148,240.7865,76.3567
149,241.0858,63.7877
150,240.5563,49.7655
151,240.2051,54.915
152,240.7137,78.7245
153,241.2498,68.4146
154,240.9452,49.6198
155,240.3322,67.5631
156,240.7832,74.8036
157,240.9483,68.3184
158,241.1426,57.594
159,240.4283,68.5582
160,241.2358,77.761
161,240.4427,66.3789
162,240.4495,53.319
163,241.3922,69.9906
164,241.0646,78.2732
165,241.3675,69.6271
166,240.3517,49.3163
167,240.5996,49.2499
168,240.6147,58.7106
169,240.7402,61.2571
170,240.3864,62.8731
171,240.4571,71.6023
172,240.3692,69.7946
173,241.3264,69.574
174,240.8067,49.2384
175,240.4556,77.8434
176,241.3756,55.2097
177,241.4455,73.1156
178,240.4146,58.9496
179,241.4013,69.2126
180,240.3817,59.9069
181,240.8654,72.7337
182,240.421,71.1463
183,240.9153,64.1033
184,240.4826,63.1032
185,241.1415,55.8714
186,241.4176,53.8535
187,240.7073,72.7862
188,241.4708,64.0388
189,240.6584,62.1856
190,240.543,78.3315
191,241.2725,58.5216
192,240.6736,77.0736
193,240.7608,59.8693
194,240.9255,54.9934
195,240.5192,70.4683
196,241.2445,67.6569
197,241.4749,63.2311
198,240.7618,65.4022
199,241.1757,73.6476
200,241.0446,51.7674
201,241.4204,67.8022
202,241.6354,68.2737
203,240.9592,74.4679
204,241.1458,56.4775
205,241.6248,57.5235
206,241.2342,51.7374
207,241.2398,66.9544
208,241.2711,64.9718
209,240.7356,49.3095
210,240.92,78.227
211,241.7847,60.4186
212,241.1192,70.7661
213,240.992,59.1485
214,240.6989,63.3993
215,241.0629,63.0698
216,241.8948,62.3251
217,240.7544,54.4924
218,241.797,59.6588
219,241.2916,52.7663
220,241.3824,70.1997
221,240.9811,62.8722
222,240.9567,57.0036
223,241.4483,69.782
224,241.2591,50.584
225,240.9147,59.5645
226,240.821,65.7981
227,241.7025,52.7431
228,241.6577,69.8781
229,241.9609,56.9699
230,241.3816,73.9899
231,241.6584,70.709
232,241.3201,69.9932
233,241.8012,66.0938
234,241.2008,67.2391
235,242.0754,68.087
236,241.5492,56.1913
237,241.435,53.022
238,241.8885,64.9863
239,242.1619,57.9847
240,241.6265,64.0216
241,242.0813,69.6564
242,241.7108,73.2958
243,241.2943,73.9591
244,242.0555,53.1406
245,241.461,71.4612
246,241.4158,78.8831
247,241.1806,66.1975
248,241.6916,70.6063
249,241.3597,65.8949
250,241.6551,50.7784
251,241.3558,57.7091
252,241.8739,67.6198
253,241.5515,49.5134
254,242.2537,77.5765
255,242.0789,74.8482
256,242.4289,75.2475
257,241.2922,75.8571
258,241.4842,61.9894
